"Name","total_seconds","target_state","growing_jump","edge_strategy"
"comfy-plant-2403","100.45923590660097","sconf_image(""hard/arch.png"")","3","EdgeStrategy.MIRROR"
"vocal-dawn-2402","82.652996301651","sconf_image(""hard/arch.png"")","2","EdgeStrategy.TF_SAME"
"winter-cloud-2401","114.49723768234252","sconf_image(""hard/arch.png"")","2","EdgeStrategy.MIRROR"
"morning-spaceship-2400","92.7500011920929","sconf_image(""hard/arch.png"")","1","EdgeStrategy.TF_SAME"
"spring-firebrand-2399","139.1620008945465","sconf_image(""hard/arch.png"")","1","EdgeStrategy.MIRROR"
"visionary-silence-2398","73.09800100326538","sconf_image(""hard/arch.png"")","0","EdgeStrategy.TF_SAME"
"revived-shadow-2397","108.83998227119446","sconf_image(""hard/arch.png"")","0","EdgeStrategy.MIRROR"
"dry-breeze-2396","40.85700249671936","sconf_image(""hard/water.png"")","14","EdgeStrategy.TF_SAME"
"comic-plant-2395","52.5956392288208","sconf_image(""hard/water.png"")","14","EdgeStrategy.MIRROR"
"gentle-darkness-2394","47.3310010433197","sconf_image(""hard/water.png"")","13","EdgeStrategy.TF_SAME"
