"Name","target_state","total_seconds"
"golden-sea-3963","sconf_imagestack(""hard/peppers.png"", ""hard/peppers.png"")","296.7699999809265"
"usual-lake-3962","sconf_imagestack(""hard/peppers.png"", ""hard/lena.png"")","311.14399814605713"
"eager-bee-3961","sconf_imagestack(""hard/peppers.png"", ""hard/arch.png"")","253.28399896621704"
"stellar-sunset-3960","sconf_image(""hard/peppers.png"")","133.04300141334534"
"ancient-meadow-3959","sconf_imagestack(""hard/lena.png"", ""hard/water.png"")","264.46499824523926"
"pleasant-galaxy-3958","sconf_imagestack(""hard/lena.png"", ""hard/rose.png"")","310.3239960670471"
"rose-pyramid-3957","sconf_imagestack(""hard/lena.png"", ""hard/pills.png"")","426.2279989719391"
"solar-resonance-3956","sconf_imagestack(""hard/lena.png"", ""hard/peppers.png"")","239.11499881744385"
"jolly-universe-3955","sconf_imagestack(""hard/lena.png"", ""hard/lena.png"")","269.8579988479614"
"worldly-deluge-3954","sconf_imagestack(""hard/lena.png"", ""hard/arch.png"")","270.457998752594"
"lemon-river-3953","sconf_image(""hard/lena.png"")","139.1139998435974"
"amber-rain-3952","sconf_imagestack(""hard/arch.png"", ""hard/water.png"")","260.87399983406067"
"bright-jazz-3951","sconf_imagestack(""hard/arch.png"", ""hard/rose.png"")","355.2950005531311"
"spring-plasma-3950","sconf_imagestack(""hard/arch.png"", ""hard/pills.png"")","479.8879988193512"
"glorious-rain-3949","sconf_imagestack(""hard/arch.png"", ""hard/peppers.png"")","264.435001373291"
"curious-frost-3948","sconf_imagestack(""hard/arch.png"", ""hard/lena.png"")","341.1199963092804"
"flowing-morning-3947","sconf_imagestack(""hard/arch.png"", ""hard/arch.png"")","230.33699893951416"
"effortless-voice-3946","sconf_image(""hard/arch.png"")","251.50599813461304"
"summer-wildflower-3945","sconf_imagestack(""hard/water.png"", ""hard/water.png"")","276.10999941825867"
"logical-disco-3944","sconf_imagestack(""hard/water.png"", ""hard/rose.png"")","348.1800012588501"
"ethereal-fog-3943","sconf_imagestack(""hard/water.png"", ""hard/pills.png"")","359.16300082206726"
"lively-dragon-3942","sconf_imagestack(""hard/water.png"", ""hard/peppers.png"")","315.60899782180786"
"elated-yogurt-3941","sconf_imagestack(""hard/water.png"", ""hard/lena.png"")","325.24899768829346"
"serene-planet-3940","sconf_imagestack(""hard/water.png"", ""hard/arch.png"")","249.43399715423584"
"wobbly-meadow-3939","sconf_image(""hard/water.png"")","163.17399859428406"
"smooth-sponge-3938","sconf_imagestack(""hard/rose.png"", ""hard/water.png"")","269.8290002346039"
"splendid-wildflower-3937","sconf_imagestack(""hard/rose.png"", ""hard/rose.png"")","589.0669991970062"
"radiant-shape-3936","sconf_imagestack(""hard/rose.png"", ""hard/pills.png"")","388.6059992313385"
"olive-pyramid-3935","sconf_imagestack(""hard/rose.png"", ""hard/peppers.png"")","397.17599868774414"
"trim-jazz-3934","sconf_imagestack(""hard/rose.png"", ""hard/lena.png"")","373.3539991378784"
"robust-disco-3933","sconf_imagestack(""hard/rose.png"", ""hard/arch.png"")","356.14199900627136"
"lucky-elevator-3932","sconf_image(""hard/rose.png"")","206.87600111961365"
"confused-voice-3931","sconf_imagestack(""hard/pills.png"", ""hard/water.png"")","323.15399980545044"
"pleasant-blaze-3930","sconf_imagestack(""hard/pills.png"", ""hard/rose.png"")","351.5309977531433"
"tough-sunset-3929","sconf_imagestack(""hard/pills.png"", ""hard/pills.png"")","363.401998758316"
"good-sun-3928","sconf_imagestack(""hard/pills.png"", ""hard/peppers.png"")","444.74700236320496"
"unique-music-3927","sconf_imagestack(""hard/pills.png"", ""hard/lena.png"")","486.2589983940125"
"tough-sky-3926","sconf_imagestack(""hard/pills.png"", ""hard/arch.png"")","438.5770001411438"
"jumping-blaze-3925","sconf_image(""hard/pills.png"")","286.49100041389465"
"olive-rain-3924","sconf_imagestack(""hard/peppers.png"", ""hard/water.png"")","335.04099702835083"
"confused-water-3923","sconf_imagestack(""hard/peppers.png"", ""hard/rose.png"")","292.31599831581116"
"generous-blaze-3922","sconf_imagestack(""hard/peppers.png"", ""hard/pills.png"")","393.1309967041016"
"dazzling-meadow-3921","sconf_imagestack(""hard/peppers.png"", ""hard/peppers.png"")","257.3220007419586"
"rare-cosmos-3920","sconf_imagestack(""hard/peppers.png"", ""hard/lena.png"")","253.8230037689209"
"stellar-wood-3919","sconf_imagestack(""hard/peppers.png"", ""hard/arch.png"")","362.4079988002777"
"breezy-wave-3918","sconf_image(""hard/peppers.png"")","169.9919991493225"
"eternal-plasma-3917","sconf_imagestack(""hard/lena.png"", ""hard/water.png"")","272.6400008201599"
"easy-galaxy-3916","sconf_imagestack(""hard/lena.png"", ""hard/rose.png"")","313.40000081062317"
"stellar-dragon-3915","sconf_imagestack(""hard/lena.png"", ""hard/pills.png"")","450.20500016212463"
"polar-plasma-3914","sconf_imagestack(""hard/lena.png"", ""hard/peppers.png"")","316.92300033569336"
"rich-wood-3913","sconf_imagestack(""hard/lena.png"", ""hard/lena.png"")","278.1639997959137"
"crisp-bee-3912","sconf_imagestack(""hard/lena.png"", ""hard/arch.png"")","329.7789976596832"
"unique-sunset-3911","sconf_image(""hard/lena.png"")","151.16899847984314"
"young-glade-3910","sconf_imagestack(""hard/arch.png"", ""hard/water.png"")","258.06097960472107"
"bumbling-darkness-3909","sconf_imagestack(""hard/arch.png"", ""hard/rose.png"")","401.11399936676025"
"valiant-plant-3908","sconf_imagestack(""hard/arch.png"", ""hard/pills.png"")","318.94399857521057"
"daily-wood-3907","sconf_imagestack(""hard/arch.png"", ""hard/peppers.png"")","351.210994720459"
"golden-water-3906","sconf_imagestack(""hard/arch.png"", ""hard/lena.png"")","268.1669957637787"
"glowing-eon-3905","sconf_imagestack(""hard/arch.png"", ""hard/arch.png"")","445.0820007324219"
"misty-bird-3904","sconf_image(""hard/arch.png"")","262.45999908447266"
"likely-snowflake-3903","sconf_imagestack(""hard/water.png"", ""hard/water.png"")","205.8069999217987"
"trim-cherry-3902","sconf_imagestack(""hard/water.png"", ""hard/rose.png"")","340.72900199890137"
"absurd-grass-3901","sconf_imagestack(""hard/water.png"", ""hard/pills.png"")","306.1329987049103"
"trim-universe-3900","sconf_imagestack(""hard/water.png"", ""hard/peppers.png"")","266.40599846839905"
"worldly-plasma-3899","sconf_imagestack(""hard/water.png"", ""hard/lena.png"")","323.00299859046936"
"rare-butterfly-3898","sconf_imagestack(""hard/water.png"", ""hard/arch.png"")","289.16799783706665"
"electric-silence-3897","sconf_image(""hard/water.png"")","152.3479940891266"
"desert-glitter-3896","sconf_imagestack(""hard/rose.png"", ""hard/water.png"")","319.4989972114563"
"silvery-surf-3895","sconf_imagestack(""hard/rose.png"", ""hard/rose.png"")","330.59799575805664"
"cool-firebrand-3894","sconf_imagestack(""hard/rose.png"", ""hard/pills.png"")","420.1779992580414"
"morning-night-3893","sconf_imagestack(""hard/rose.png"", ""hard/peppers.png"")","374.4049973487854"
"sandy-pyramid-3892","sconf_imagestack(""hard/rose.png"", ""hard/lena.png"")","347.5230016708374"
"denim-galaxy-3891","sconf_imagestack(""hard/rose.png"", ""hard/arch.png"")","311.38399958610535"
"charmed-water-3890","sconf_image(""hard/rose.png"")","220.92700052261353"
"eager-glitter-3889","sconf_imagestack(""hard/pills.png"", ""hard/water.png"")","349.63800072669983"
"northern-glade-3888","sconf_imagestack(""hard/pills.png"", ""hard/rose.png"")","455.690997838974"
"autumn-elevator-3887","sconf_imagestack(""hard/pills.png"", ""hard/pills.png"")","421.8349986076355"
"vocal-yogurt-3886","sconf_imagestack(""hard/pills.png"", ""hard/peppers.png"")","477.4930000305176"
"sparkling-snowflake-3885","sconf_imagestack(""hard/pills.png"", ""hard/lena.png"")","435.79199600219727"
"confused-leaf-3884","sconf_imagestack(""hard/pills.png"", ""hard/arch.png"")","314.0889980792999"
"fast-snowflake-3883","sconf_image(""hard/pills.png"")","142.81500148773193"
"gallant-bush-3882","sconf_imagestack(""hard/peppers.png"", ""hard/water.png"")","254.43599820137024"
"legendary-field-3881","sconf_imagestack(""hard/peppers.png"", ""hard/rose.png"")","364.1650002002716"
"bumbling-forest-3880","sconf_imagestack(""hard/peppers.png"", ""hard/pills.png"")","506.015992641449"
"stellar-wave-3879","sconf_imagestack(""hard/peppers.png"", ""hard/peppers.png"")","273.03800082206726"
"kind-serenity-3878","sconf_imagestack(""hard/peppers.png"", ""hard/lena.png"")","327.02099561691284"
"skilled-surf-3877","sconf_imagestack(""hard/peppers.png"", ""hard/arch.png"")","290.8810007572174"
"lunar-donkey-3876","sconf_image(""hard/peppers.png"")","149.93199825286865"
"major-plant-3875","sconf_imagestack(""hard/lena.png"", ""hard/water.png"")","269.7439947128296"
"iconic-forest-3874","sconf_imagestack(""hard/lena.png"", ""hard/rose.png"")","431.9189989566803"
"dark-monkey-3873","sconf_imagestack(""hard/lena.png"", ""hard/pills.png"")","385.603999376297"
"whole-leaf-3872","sconf_imagestack(""hard/lena.png"", ""hard/peppers.png"")","273.8809988498688"
"proud-wind-3871","sconf_imagestack(""hard/lena.png"", ""hard/lena.png"")","317.88799929618835"
"daily-puddle-3870","sconf_imagestack(""hard/lena.png"", ""hard/arch.png"")","371.3299968242645"
"hopeful-sky-3869","sconf_image(""hard/lena.png"")","240.9400000572205"
"young-plasma-3868","sconf_imagestack(""hard/arch.png"", ""hard/water.png"")","308.40399980545044"
"cosmic-pond-3867","sconf_imagestack(""hard/arch.png"", ""hard/rose.png"")","325.86699771881104"
"northern-pyramid-3866","sconf_imagestack(""hard/arch.png"", ""hard/pills.png"")","420.5260009765625"
"lively-gorge-3865","sconf_imagestack(""hard/arch.png"", ""hard/peppers.png"")","374.4560022354126"
"faithful-frost-3864","sconf_imagestack(""hard/arch.png"", ""hard/lena.png"")","368.95697951316833"
"crisp-sun-3863","sconf_imagestack(""hard/arch.png"", ""hard/arch.png"")","413.9230010509491"
"amber-bird-3862","sconf_image(""hard/arch.png"")","295.3280007839203"
