"Name","Runtime","Notes","Tags","kernel_set","target_state","loss","loss0","step","total_seconds"
"dashing-sunset-4532","207","-","","kernel_sobel()","sconf_image(""final/cathedral.png"")","0.009547607973217964","0.009547607973217964","2284","204.8659999370575"
"laced-snow-4531","148","-","","kernel_neighbors()","sconf_image(""final/bonito.png"")","0.009499924257397652","0.009499924257397652","1106","146.13199663162231"
"splendid-firebrand-4530","101","-","","kernel_sobel()","sconf_image(""final/bonito.png"")","0.009648085571825504","0.009648085571825504","1104","99.15699815750122"
"noble-bee-4529","324","-","","kernel_neighbors()","sconf_image(""final/boat.png"")","0.00990587007254362","0.00990587007254362","2424","322.0209982395172"
"jumping-sun-4528","124","-","","kernel_sobel()","sconf_image(""final/boat.png"")","0.009998008608818054","0.009998008608818054","1340","121.91799664497375"
"worthy-wind-4527","357","-","","kernel_neighbors()","sconf_image(""final/bear.png"")","0.00986859668046236","0.00986859668046236","2670","354.84300351142883"
"charmed-snowball-4526","113","-","","kernel_sobel()","sconf_image(""final/bear.png"")","0.009953434579074385","0.009953434579074385","1232","111.128999710083"
"olive-sun-4525","177","-","","kernel_neighbors()","sconf_image(""final/beach.png"")","0.009422551840543749","0.009422551840543749","1291","174.76000046730042"
"soft-totem-4524","87","-","","kernel_sobel()","sconf_image(""final/beach.png"")","0.009489321149885654","0.009489321149885654","905","84.41399908065796"
"dutiful-vortex-4523","401","-","","kernel_neighbors()","sconf_image(""final/baboon.png"")","0.00908264797180891","0.00908264797180891","2972","398.080999135971"
"soft-morning-4522","98","-","","kernel_sobel()","sconf_image(""final/baboon.png"")","0.008733379654586315","0.008733379654586315","1049","95.90900039672852"
"eternal-dream-4521","1003","-","","kernel_neighbors()","sconf_image(""final/arctic.png"")","0.022250592708587646","0.022250592708587646","7507","1000.112996339798"
"absurd-sun-4520","173","-","","kernel_sobel()","sconf_image(""final/arctic.png"")","0.008697024546563625","0.008697024546563625","1875","170.8910014629364"
"lilac-armadillo-4519","420","-","","kernel_neighbors()","sconf_image(""final/arch.png"")","0.009541532956063747","0.009541532956063747","3120","417.41999673843384"
"good-plasma-4518","163","-","","kernel_sobel()","sconf_image(""final/arch.png"")","0.009823106229305267","0.009823106229305267","1777","160.33699774742126"
"atomic-durian-4517","447","-","","kernel_neighbors()","sconf_image(""final/wildflowers.png"")","0.009126104414463043","0.009126104414463043","3309","443.9849979877472"
"fresh-planet-4516","158","-","","kernel_sobel()","sconf_image(""final/wildflowers.png"")","0.009979474358260632","0.009979474358260632","1723","155.30299878120422"
"driven-donkey-4515","277","-","","kernel_neighbors()","sconf_image(""final/waterfall.png"")","0.009329921565949917","0.009329921565949917","2013","275.4839985370636"
"flowing-rain-4514","82","-","","kernel_sobel()","sconf_image(""final/waterfall.png"")","0.009094946086406708","0.009094946086406708","854","79.87199854850769"
"lucky-haze-4513","434","-","","kernel_neighbors()","sconf_image(""final/water.png"")","0.009412881918251514","0.009412881918251514","3188","432.04699993133545"
"pious-armadillo-4512","101","-","","kernel_sobel()","sconf_image(""final/water.png"")","0.009458689950406551","0.009458689950406551","1059","98.33399987220764"
"blooming-shadow-4511","305","-","","kernel_neighbors()","sconf_image(""final/watch.png"")","0.009400609880685806","0.009400609880685806","2250","303.1019968986511"
"sage-firefly-4510","80","-","","kernel_sobel()","sconf_image(""final/watch.png"")","0.009344736114144324","0.009344736114144324","835","77.8170006275177"
"comic-violet-4509","1003","-","","kernel_neighbors()","sconf_image(""final/stress.png"")","0.05574816465377808","0.05574816465377808","7491","1000.0079996585846"
"fluent-night-4508","84","-","","kernel_sobel()","sconf_image(""final/stress.png"")","0.009684472344815733","0.009684472344815733","880","81.53399634361267"
"noble-darkness-4507","501","-","","kernel_neighbors()","sconf_image(""final/rose.png"")","0.009865458123385906","0.009865458123385906","3705","498.6819996833801"
"ancient-spaceship-4506","166","-","","kernel_sobel()","sconf_image(""final/rose.png"")","0.00997275486588478","0.00997275486588478","1819","164.16797947883606"
"giddy-firebrand-4505","475","-","","kernel_neighbors()","sconf_image(""final/pills.png"")","0.009905028156936169","0.009905028156936169","3596","472.0969989299774"
"splendid-totem-4504","137","-","","kernel_sobel()","sconf_image(""final/pills.png"")","0.009007744491100311","0.009007744491100311","1455","134.46099829673767"
"wobbly-sun-4503","500","-","","kernel_neighbors()","sconf_image(""final/peppers.png"")","0.009366133250296116","0.009366133250296116","3723","497.24700117111206"
"blooming-fire-4502","103","-","","kernel_sobel()","sconf_image(""final/peppers.png"")","0.009824448265135288","0.009824448265135288","1115","100.71099948883057"
"swept-galaxy-4501","294","-","","kernel_neighbors()","sconf_image(""final/opera.png"")","0.009730749763548374","0.009730749763548374","2192","292.0079987049103"
"sandy-leaf-4500","108","-","","kernel_sobel()","sconf_image(""final/opera.png"")","0.009941714815795422","0.009941714815795422","1137","105.34800052642822"
"balmy-bird-4499","453","-","","kernel_neighbors()","sconf_image(""final/newyork.png"")","0.00952871423214674","0.00952871423214674","3389","451.1809992790222"
"dandy-puddle-4498","168","-","","kernel_sobel()","sconf_image(""final/newyork.png"")","0.009695145301520824","0.009695145301520824","1840","166.03100037574768"
"major-pyramid-4497","289","-","","kernel_neighbors()","sconf_image(""final/machine.png"")","0.009903072379529476","0.009903072379529476","2135","286.8049998283386"
"rosy-sun-4496","112","-","","kernel_sobel()","sconf_image(""final/machine.png"")","0.009641673415899277","0.009641673415899277","1230","110.1419997215271"
"celestial-puddle-4495","285","-","","kernel_neighbors()","sconf_image(""final/lena.png"")","0.009580527432262896","0.009580527432262896","2094","282.0109987258911"
"blooming-dragon-4494","91","-","","kernel_sobel()","sconf_image(""final/lena.png"")","0.009404695592820644","0.009404695592820644","955","88.24399924278259"
"radiant-frog-4493","1003","-","","kernel_neighbors()","sconf_image(""final/lake.png"")","0.013686160556972029","0.013686160556972029","7546","1000.0779983997344"
"easy-vortex-4492","201","-","","kernel_sobel()","sconf_image(""final/lake.png"")","0.009985863231122494","0.009985863231122494","2165","198.51099753379825"
"still-bush-4491","200","-","","kernel_neighbors()","sconf_image(""final/kid.png"")","0.00922065321356058","0.00922065321356058","1473","197.8600001335144"
"balmy-shadow-4490","92","-","","kernel_sobel()","sconf_image(""final/kid.png"")","0.009856686927378178","0.009856686927378178","961","89.99699926376343"
"ruby-breeze-4489","215","-","","kernel_neighbors()","sconf_image(""final/fontaine.png"")","0.00979460496455431","0.00979460496455431","1562","212.76299810409543"
"quiet-shadow-4488","99","-","","kernel_sobel()","sconf_image(""final/fontaine.png"")","0.00897607859224081","0.00897607859224081","1037","96.34099745750429"
"restful-bush-4487","1003","-","","kernel_neighbors()","sconf_image(""final/f16.png"")","0.12116553634405136","0.12116553634405136","7448","1000.0300016403198"
"serene-lion-4486","171","-","","kernel_sobel()","sconf_image(""final/f16.png"")","0.009739738889038565","0.009739738889038565","1877","169.3809986114502"
"azure-star-4485","276","-","","kernel_neighbors()","sconf_image(""final/f15.png"")","0.009455274790525436","0.009455274790525436","2032","273.87500071525574"
"icy-bush-4484","67","-","","kernel_sobel()","sconf_image(""final/f15.png"")","0.009880393743515016","0.009880393743515016","698","65.02599930763245"
"smart-dawn-4483","546","-","","kernel_neighbors()","sconf_image(""final/corrosion.png"")","0.009577389806509018","0.009577389806509018","4054","544.3279991149902"
"fast-armadillo-4482","117","-","","kernel_sobel()","sconf_image(""final/corrosion.png"")","0.009698010981082916","0.009698010981082916","1235","114.77399754524232"
"hopeful-smoke-4481","989","-","","kernel_neighbors()","sconf_image(""final/cathedral.png"")","0.009987850673496723","0.009987850673496723","7467","986.0090007781982"
"graceful-elevator-4480","124","-","","kernel_sobel()","sconf_image(""final/cathedral.png"")","0.009807556867599487","0.009807556867599487","1308","121.7010018825531"
"dashing-totem-4479","318","-","","kernel_neighbors()","sconf_image(""final/bonito.png"")","0.009865711443126202","0.009865711443126202","2374","314.654000043869"
"eager-microwave-4478","90","-","","kernel_sobel()","sconf_image(""final/bonito.png"")","0.00982502568513155","0.00982502568513155","978","88.1509997844696"
"playful-bush-4477","266","-","","kernel_neighbors()","sconf_image(""final/boat.png"")","0.008655103854835033","0.008655103854835033","1970","263.79900002479553"
"volcanic-sunset-4476","166","-","","kernel_sobel()","sconf_image(""final/boat.png"")","0.00992289837449789","0.00992289837449789","1797","164.01899552345276"
"autumn-firefly-4475","217","-","","kernel_neighbors()","sconf_image(""final/bear.png"")","0.008945279754698277","0.008945279754698277","1583","214.6729986667633"
"dulcet-vortex-4474","105","-","","kernel_sobel()","sconf_image(""final/bear.png"")","0.009959067218005655","0.009959067218005655","1113","102.70199990272522"
"youthful-fire-4473","295","-","","kernel_neighbors()","sconf_image(""final/beach.png"")","0.00997628364712","0.00997628364712","2192","293.51799988746643"
"rare-flower-4472","82","-","","kernel_sobel()","sconf_image(""final/beach.png"")","0.009689132682979109","0.009689132682979109","844","79.62700033187866"
"fresh-plasma-4471","378","-","","kernel_neighbors()","sconf_image(""final/baboon.png"")","0.009665879420936108","0.009665879420936108","2807","376.722998380661"
"usual-mountain-4470","130","-","","kernel_sobel()","sconf_image(""final/baboon.png"")","0.00995940249413252","0.00995940249413252","1400","127.50100016593932"
"stellar-water-4469","1002","-","","kernel_neighbors()","sconf_image(""final/arctic.png"")","0.02427099458873272","0.02427099458873272","7467","1000.1329998970032"
"amber-lion-4468","228","-","","kernel_sobel()","sconf_image(""final/arctic.png"")","0.008225888945162296","0.008225888945162296","2473","225.71399235725403"
"happy-totem-4467","411","-","","kernel_neighbors()","sconf_image(""final/arch.png"")","0.00991010759025812","0.00991010759025812","3024","408.3739960193634"
"winter-firefly-4466","174","-","","kernel_sobel()","sconf_image(""final/arch.png"")","0.008942157961428165","0.008942157961428165","1890","171.4499990940094"
"winter-firebrand-4465","728","-","","kernel_neighbors()","sconf_image(""final/wildflowers.png"")","0.009420196525752544","0.009420196525752544","5425","726.1889991760254"
"denim-oath-4464","137","-","","kernel_sobel()","sconf_image(""final/wildflowers.png"")","0.00964467879384756","0.00964467879384756","1505","134.8600001335144"
"good-blaze-4463","216","-","","kernel_neighbors()","sconf_image(""final/waterfall.png"")","0.008891548961400986","0.008891548961400986","1569","213.0090010166168"
"kind-leaf-4462","109","-","","kernel_sobel()","sconf_image(""final/waterfall.png"")","0.007970407605171204","0.007970407605171204","1192","107.62799954414368"
"upbeat-terrain-4461","342","-","","kernel_neighbors()","sconf_image(""final/water.png"")","0.009415374137461184","0.009415374137461184","2543","338.9539999961853"
"trim-terrain-4460","74","-","","kernel_sobel()","sconf_image(""final/water.png"")","0.009236534126102924","0.009236534126102924","760","72.61599969863892"
"youthful-firefly-4459","198","-","","kernel_neighbors()","sconf_image(""final/watch.png"")","0.009680059738457205","0.009680059738457205","1432","194.8269979953766"
"icy-valley-4458","98","-","","kernel_sobel()","sconf_image(""final/watch.png"")","0.009425831958651544","0.009425831958651544","1052","96.09799885749815"
"gallant-haze-4457","517","-","","kernel_neighbors()","sconf_image(""final/stress.png"")","0.009785330854356287","0.009785330854356287","3852","514.7790019512177"
"flowing-paper-4456","82","-","","kernel_sobel()","sconf_image(""final/stress.png"")","0.009959842078387736","0.009959842078387736","860","79.72299909591675"
"fast-lion-4455","384","-","","kernel_neighbors()","sconf_image(""final/rose.png"")","0.00979586225003004","0.00979586225003004","2858","381.2210023403168"
"confused-paper-4454","156","-","","kernel_sobel()","sconf_image(""final/rose.png"")","0.009748204611241816","0.009748204611241816","1695","153.9799988269806"
"lunar-breeze-4453","563","-","","kernel_neighbors()","sconf_image(""final/pills.png"")","0.009610924869775772","0.009610924869775772","4216","560.6069948673248"
