Trial number, Nucleation X, Nucleation Y, Min Loss 
0,0.0,0.0,0.010766483
0,0.0,0.25,0.015824707
0,0.0,0.5,0.023439102
0,0.0,0.75,0.011732938
0,0.25,0.0,0.013223962
0,0.25,0.25,0.011867227
0,0.25,0.5,0.018060677
0,0.25,0.75,0.013667943
0,0.5,0.0,0.009417958
0,0.5,0.25,0.0133925015
0,0.5,0.5,0.010045083
0,0.5,0.75,0.012225987
0,0.75,0.0,0.013222977
0,0.75,0.25,0.018967513
0,0.75,0.5,0.012111827
0,0.75,0.75,0.035730824
